id,name,cafe_type,district,address,phone,age,capacity,image_url,reserve_url,detail_url,operation_period,operation_days,closed_days,feature_summary,open_saturday,open_sunday,parking_available,parking_info,lat,lng,source_url
kc_011,서울형키즈카페 시립 한성백제박물관점 (서울백제어린이박물관),일반형 키즈카페,송파구,"서울특별시 송파구 올림픽로 424 서울백제어린이박물관 (방이동, 올림픽공원내 북2문 인근)",02-2152-5902,0 ~ 3세 (연나이 기준) 2026년생 ~ 2023년생 (2026년도 기준),개인 20 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/3/23/56f1140d-9da1-40e7-93e7-f4a2f996b3cb.jpg,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S260323093950320861,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=SP260101&q_fcltyStle=2001,,화~일 (시범운영 기간은 화~금요일 운영),"월 (시범운영 기간은 월, 토, 일요일 휴관)",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 대중교통 이용 권장,True,True,,3. 올림픽공원내 주차장이 매우 혼잡하여 대중교통 이용 부탁드립니다.,37.52393305460036,127.12429564142438,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=SP260101&q_fcltyStle=2001
kc_012,서울형 키즈카페 강남구 대치1동점,일반형 키즈카페,강남구,서울특별시 강남구 남부순환로391길 25 강남성은교회 2층 (대치동),02-553-0625,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 24 명 단체 24 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2026/4/11/7f5e7805-5cd8-4adf-8dbd-ae4a80809068.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GN251201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GN251201&q_fcltyStle=2001,,월~토,"일요일 및 법정 공휴일, 노동절",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,False,True,"[주차안내] / - 주차 공간이 협소하오니 대중교통 이용 부탁드립니다 / ※ 인근 공영주차장 또는 강남성은교회 주차장(유료 : 5,500원) 이용 가능",37.49352,127.05659,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GN251201&q_fcltyStle=2001
kc_013,서울형 키즈카페 강남구 역삼1동점,일반형 키즈카페,강남구,서울특별시 강남구 언주로107길 4 2층 (역삼동) 2층 서울형 키즈카페,02-508-1700,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 24 명 단체 24 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/9/24/ad323bee-1025-48b4-8404-943867e3830b.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GN240902&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GN240902&q_fcltyStle=2001,,화~일,"월요일 및 법정공휴일, 근로자의 날",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,True,"[주차안내] / - 원에디션 건물 2시간 주차 무료(키즈카페 내 테블릿PC에 직접입력, 유선상으로 등록 불가) / - 2시간 이후: 최초 30분 5,000원, 추가 10분 당 1,000원 / 회차 시 10분 무료 / - 주차장 위치: B2층, B3층에서 강남어린이회관, 레지던스103 방향으로 오시면, 끝에 위치한 엘리베이터가 키즈카페 2층과 바로 연결됩니다. (다른 층에도 주차는 가능하나,…",37.50777,127.03887,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GN240902&q_fcltyStle=2001
kc_014,서울형 키즈카페 강동구 고덕2동점(아이·맘 강동),일반형 키즈카페,강동구,서울특별시 강동구 고덕로 353 일반상가 2층,02-3425-9435,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 12 명 단체 16 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2023/2/15/8c6ad9ce-f24c-4417-8c39-c28f5c429d59.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD230201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD230201&q_fcltyStle=2001,,화~일,"월요일, 명절 및 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 회차별 예약 운영,True,True,True,★ 주차안내 / - 주차비 : 1시간 무료,37.55767931626118,127.16472465477375,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD230201&q_fcltyStle=2001
kc_015,서울형 키즈카페 강동구 성내2동점(아이·맘 강동),일반형 키즈카페,강동구,"서울특별시 강동구 천호대로162길 70 1층, 2층 (성내동)",02-3425-9389,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 10 명 단체 15 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/9/10/00e3b76e-5d92-443b-a13e-7b56bfe31af1.jpeg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD250601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD250601&q_fcltyStle=2001,,화~일,"월요일, 명절 및 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 대중교통 이용 권장,True,True,True,"★ 주차안내 / - 주차가 불가하니 대중교통을 이용해주시기 바랍니다. / 유료 2,000원(영유아 1인당 보호자는 무료) / ※ 주차장이 협소하여 주차가 불가하니 대중교통을 이용해주시기 바랍니다.",37.533763520326964,127.1275088964039,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD250601&q_fcltyStle=2001
kc_016,서울형 키즈카페 강동구 상일2동 2호점(아이·맘 강동),일반형 키즈카페,강동구,서울특별시 강동구 고덕로98길 71 상일2동주민센터 3층 (상일동),02-3425-7071,2 ~ 6세 (연나이 기준) 2024년생 ~ 2020년생 (2026년도 기준),개인 10 명 단체 15 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/2/25/7d97e391-75a7-43af-a49f-06b4f9a3a2d8.jpeg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD250101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD250101&q_fcltyStle=2001,,화~일,"월요일, 명절 및 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 회차별 예약 운영,True,True,True,"★ 주차안내 / - 오전 9시 이전, 오후 6시 이후에는 주차 제한이 있으니 참고바랍니다. / - 평일에는 지하, 지상 주차장 이용이 가능하며, 주말에는 지상 주차장만 이용 가능 / - 주차 무료이용",37.55533542856546,127.17980587490003,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD250101&q_fcltyStle=2001
kc_017,서울형 키즈카페 강동구 암사1동점(아이·맘 강동),일반형 키즈카페,강동구,"서울특별시 강동구 올림픽로98길 15 ,3층 (암사동)",02-3425-9489,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 17 명 단체 24 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2023/3/20/78b23e13-6977-4d96-877a-19c4d291daa4.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD230202&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD230202&q_fcltyStle=2001,,월~토,"일요일, 명절 및 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 회차별 예약 운영,True,False,True,"★ 주차안내 / - 기계식 주차(승용차만 가능)30분 무료,초과시 10분당 1,000원 /승합차의 경우 외부 유료주차장 이용 / 유료 2,000원",37.55141,127.12903,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD230202&q_fcltyStle=2001
kc_018,서울형 키즈카페 강동구 상일2동점(아이·맘 강동),일반형 키즈카페,강동구,"서울특별시 강동구 상일로12길 95 푸르내상가 102-303 (상일동, 푸르내)",02-3425-7076,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 14 명 단체 19 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/1/16/e65ecf4b-6a57-47f6-8c76-8e59fcf0aa56.png,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD231201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD231201&q_fcltyStle=2001,,화~일,"월요일, 명절 및 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 대중교통 이용 권장,True,True,True,"주차가 불가 / ★ 주차안내 / -주차가 불가하니 대중교통을 이용해주시기 바랍니다. / 유료 2,000원(영유아 1인당 보호자는 무료)",37.55678,127.17236,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD231201&q_fcltyStle=2001
kc_019,서울형 키즈카페 강동구 성내1동점(아이·맘 강동),일반형 키즈카페,강동구,서울특별시 강동구 성내로6길 16 2층 (성내동),02-3425-9398,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 22 명 단체 30 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/2/19/afc7359a-a37b-48fd-910d-1a8b053efd54.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GD240101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD240101&q_fcltyStle=2001,,화~일,"월요일, 명절 및 공휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 대중교통 이용 권장,True,True,False,"★ 주차안내 / -주차장이 협소하오니 대중교통을 이용해주시기 바랍니다.(일요일 주차불가) / 유료 2,000원(영유아 1인당 보호자는 무료)",37.52917,127.12248,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GD240101&q_fcltyStle=2001
kc_020,서울형 키즈카페 강북구 번3동점(강북구 'PLAY ON'),일반형 키즈카페,강북구,"서울특별시 강북구 오현로 208 번동주공아파트 309동, 1층 (주민복지관 1, 어린이실내놀이터)",02-988-0271,4 ~ 8세 (연나이 기준) 2022년생 ~ 2018년생 (2026년도 기준),개인 22 명 단체 22 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/10/31/813748e2-05b2-46ca-ac0e-16580c3864b3.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GB230601&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GB230601&q_fcltyStle=2001,,월요일 ~ 토요일,"일요일, 명절 및 법정공휴일, 근로자의 날",놀이돌봄서비스 운영 · 현장 계좌이체 결제 · 보호자 동반 이용,True,False,,,37.62928861053399,127.0427606251043,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GB230601&q_fcltyStle=2001
kc_021,서울형 키즈카페 강북구 송천동점,일반형 키즈카페,강북구,서울특별시 강북구 삼양로 220 반도중앙교회 교육관 1층 (미아동),02-946-0191,3 ~ 7세 (연나이 기준) 2023년생 ~ 2019년생 (2026년도 기준),개인 20 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2025/11/7/0fbbefa8-e8ef-41bf-81e2-26327bbc3fa5.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GB251001&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GB251001&q_fcltyStle=2001,,월요일 ~ 토요일,"일요일, 명절 및 법정공휴일, 근로자의 날",놀이돌봄서비스 운영 · 현장 계좌이체 결제 · 회차별 예약 운영,True,False,,,37.62351,127.01921,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GB251001&q_fcltyStle=2001
kc_022,서울형 키즈카페 강서구 발산1동점,일반형 키즈카페,강서구,서울특별시 강서구 수명로2길 50 (내발산동) 2층 서울형 키즈카페,02-2064-2731,2 ~ 6세 (연나이 기준) 2024년생 ~ 2020년생 (2026년도 기준),개인 12 명 단체 20 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2023/9/15/f073a47a-5906-4f11-bcf9-b742411618b3.png,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GS230801&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS230801&q_fcltyStle=2001,,화요일~일요일,"월요일,명절, 공휴일, 근로자의 날, 정부에서 지정한 휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,True,▣ 주차안내 / - 주차 공간이 협소하니 대중교통 이용,37.54950072911461,126.826237282211,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS230801&q_fcltyStle=2001
kc_023,서울형 키즈카페 강서구 화곡3동점,일반형 키즈카페,강서구,"서울특별시 강서구 강서로 231 2층 (화곡동, 우장산역 해링턴 타워)",02-2698-2299,3 ~ 6세 (연나이 기준) 2023년생 ~ 2020년생 (2026년도 기준),개인 37 명 단체 47 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/8/28/5d432175-7fd3-427d-acbe-13bf657e2e9f.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GS240802&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS240802&q_fcltyStle=2001,,화요일~일요일,"월요일, 명절, 공휴일, 근로자의 날, 정부에서 지정한 휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,True,,,37.54626,126.83597,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS240802&q_fcltyStle=2001
kc_024,서울형 키즈카페 강서구 화곡4동점,일반형 키즈카페,강서구,서울특별시 강서구 곰달래로53길 80 대평교회 건물 2층 (화곡동),070-7775-0900,3 ~ 6세 (연나이 기준) 2023년생 ~ 2020년생 (2026년도 기준),개인 22 명 단체 30 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/12/31/3341d5dc-985f-4e62-b32f-dd33b6a2f82d.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GS241201&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS241201&q_fcltyStle=2001,,월요일~토요일,"일요일, 명절, 공휴일, 근로자의 날, 정부에서 지정한 휴일",놀이돌봄서비스 운영 · 미끄럼방지 양말 필수 · 현장 계좌이체 결제,True,False,,,37.53489,126.85768,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GS241201&q_fcltyStle=2001
kc_025,서울형 키즈카페 관악구 난곡동점,일반형 키즈카페,관악구,서울특별시 관악구 난곡로24가길 53 2층 (신림동),02-867-2846,0 ~ 6세 (연나이 기준) 2026년생 ~ 2020년생 (2026년도 기준),개인 7 명 단체 10 명,https://umppa.seoul.go.kr/icare/upload/fcltyInfoManage/2024/11/19/1a2d7eb8-7af2-43c1-8eaa-cea5c80d009c.jpg,https://umppa.seoul.go.kr/icare/user/kidsCafeResve/BD_selectKidsCafeResveCal.do?q_fcltyId=GA240101&q_fcltyStle=2001,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA240101&q_fcltyStle=2001,,화~일,"월요일. 공휴일, 근로자의날",회차별 예약 운영,True,True,False,★ 주차장이 협소하니 인근 공영주차장 이용바랍니다. 주변 빌라나 사유지에 주차 불가합니다.,37.46941,126.92355,https://umppa.seoul.go.kr/icare/user/kidsCafe/BD_selectKidsCafeView.do?q_fcltyId=GA240101&q_fcltyStle=2001
